,maxx,i,j,z1,z2,orders_long,orders_short,alpha
154,22.070996592397684,0.05,0.25,0.02,0.045,45,14,651.0943994757316
277,20.929201703478668,0.05,0.35000000000000003,0.02,0.045,45,17,648.8052528078388
63,28.700362634121433,0.05,0.15000000000000002,0.025,0.045,39,6,645.7581592677323
208,21.16165371600799,0.05,0.3,0.02,0.045,45,16,645.4304383382437
5200,18.05328244547796,0.4,0.3,0.015,0.005,1,70,640.8915268144676
3345,85.31930424914773,0.3,0.15000000000000002,0.015,0.045,9,6,639.894781868608
6078,16.80961312509217,0.45,0.35000000000000003,0.01,0.005,1,75,638.7652987535025
5605,15.072640052852194,0.4,0.55,0.015,0.005,1,83,633.0508822197921
6393,14.685717932564454,0.45,0.55,0.005,0.005,3,83,631.4858711002715
6150,15.526052907216483,0.45,0.4,0.005,0.005,3,78,628.8051427422675
5524,15.500228760887664,0.4,0.5,0.015,0.005,1,80,627.7592648159504
6231,15.253728436960396,0.45,0.45,0.005,0.005,3,79,625.4028659153762
5281,16.450034786811692,0.4,0.35000000000000003,0.015,0.005,1,75,625.1013218988443
6312,15.060630299462153,0.45,0.5,0.005,0.005,3,80,625.0161574276793
5285,34.67347915795042,0.4,0.35000000000000003,0.015,0.025,1,35,624.1226248431075
4256,34.65387361613041,0.35000000000000003,0.2,0.030000000000000002,0.01,0,36,623.7697250903474
5366,33.67429311630846,0.4,0.4,0.015,0.025,1,36,622.9744226517065
7125,24.794030917992846,0.5,0.5,0.005,0.02,1,49,619.8507729498211
5204,35.39788697951679,0.4,0.3,0.015,0.025,1,34,619.4630221415439
5443,15.464255987083513,0.4,0.45,0.015,0.005,1,79,618.5702394833405
5046,102.70774626560986,0.4,0.2,0.015,0.045,1,11,616.2464775936592
7206,24.16088565895224,0.5,0.55,0.005,0.02,1,50,616.1025843032821
6636,29.93780814680882,0.5,0.2,0.005,0.005,1,40,613.7250670095808
5362,15.521677450725303,0.4,0.4,0.015,0.005,1,78,613.1062593036495
2559,52.92209264689539,0.25,0.15000000000000002,0.01,0.045,17,6,608.6040654392971
5997,17.091871984810872,0.45,0.3,0.01,0.005,1,70,606.761455460786
7044,24.72470778941849,0.5,0.45,0.005,0.02,1,48,605.755340840753
6160,17.710100795137944,0.45,0.4,0.01,0.01,1,67,602.14342703469
4339,33.434508127147375,0.35000000000000003,0.25,0.030000000000000002,0.02,0,36,601.8211462886527
6801,26.670822307535246,0.5,0.3,0.005,0.02,1,44,600.0935019195431
3472,27.226868755725242,0.3,0.2,0.045,0.005,4,40,598.9911126259553
6882,25.435484033295776,0.5,0.35000000000000003,0.005,0.02,1,46,597.7338747824507
6403,16.83645230343749,0.45,0.55,0.01,0.01,1,70,597.6940567720309
747,16.364207706204827,0.1,0.25,0.01,0.045,59,14,597.2935812764762
6069,15.297782078911371,0.45,0.35000000000000003,0.005,0.005,3,75,596.6135010775434
3354,85.20422789635224,0.3,0.15000000000000002,0.02,0.045,8,6,596.4295952744657
6241,17.271959852788928,0.45,0.45,0.01,0.01,1,68,595.8826149212181
6963,24.797029047557512,0.5,0.4,0.005,0.02,1,47,595.1286971413803
6322,16.982640581576316,0.45,0.5,0.01,0.01,1,69,594.3924203551711
105,23.73337455796968,0.05,0.2,0.025,0.045,39,11,593.334363949242
6079,17.79425668752448,0.45,0.35000000000000003,0.01,0.01,1,65,587.2104706883079
7,18.350293494036556,0.05,0.1,0.01,0.030000000000000002,63,1,587.2093918091698
679,15.395977759827876,0.1,0.2,0.005,0.045,65,11,585.0471548734592
3580,14.727806784260263,0.3,0.3,0.015,0.005,9,70,581.7483679782804
3454,25.74434191874638,0.3,0.2,0.034999999999999996,0.005,5,40,579.2476931717936
799,15.432773625097532,0.1,0.3,0.01,0.045,59,16,578.7290109411574
3589,14.825228979240515,0.3,0.3,0.02,0.005,8,70,578.1839301903801
3720,33.03535971449994,0.3,0.35000000000000003,0.045,0.030000000000000002,4,31,578.1187950037489
872,15.209083332595185,0.1,0.35000000000000003,0.01,0.045,59,17,577.945166638617
3801,32.066859004635305,0.3,0.4,0.045,0.030000000000000002,4,32,577.2034620834355
3427,24.02678863284097,0.3,0.2,0.02,0.005,8,40,576.6429271881832
3616,15.375062786852533,0.3,0.3,0.034999999999999996,0.005,5,70,576.5648545069699
3607,15.171243970609954,0.3,0.3,0.030000000000000002,0.005,6,70,576.5072708831782
3418,23.51655118980046,0.3,0.2,0.015,0.005,9,40,576.1555041501113
295,23.045779108834914,0.05,0.35000000000000003,0.030000000000000002,0.045,33,17,576.1444777208728
5998,18.27887152125351,0.45,0.3,0.01,0.01,1,62,575.7844529194856
4021,13.083930077136769,0.3,0.55,0.034999999999999996,0.005,5,83,575.6929233940178
3489,38.32827365336287,0.3,0.25,0.005,0.045,16,14,574.924104800443
4390,15.94326215713645,0.35000000000000003,0.3,0.015,0.005,2,70,573.9574376569122
144,14.907307595577379,0.05,0.25,0.01,0.045,63,14,573.931342429729
3639,33.73467318975914,0.3,0.3,0.045,0.030000000000000002,4,30,573.4894442259055
4012,12.88011126089419,0.3,0.55,0.030000000000000002,0.005,6,83,573.1649511097914
263,14.300966406721752,0.05,0.35000000000000003,0.01,0.045,63,17,572.0386562688701
97,20.410774359216134,0.05,0.2,0.02,0.045,45,11,571.5016820580518
1847,42.30422634717884,0.2,0.15000000000000002,0.015,0.045,21,6,571.1070556869144
166,24.299297483566082,0.05,0.25,0.030000000000000002,0.045,33,14,571.033490863803
3985,12.410157005233467,0.3,0.55,0.015,0.005,9,83,570.8672222407395
4583,31.71303344060878,0.35000000000000003,0.4,0.030000000000000002,0.025,0,36,570.834601930958
226,23.26276679598664,0.05,0.3,0.030000000000000002,0.045,33,16,569.9377865016727
5286,35.61437739042702,0.4,0.35000000000000003,0.015,0.030000000000000002,1,31,569.8300382468324
194,14.410397604584645,0.05,0.3,0.01,0.045,63,16,569.2107053810935
5201,18.059533704324213,0.4,0.3,0.015,0.01,1,62,568.8753116862127
3994,12.50064172538485,0.3,0.55,0.02,0.005,8,83,568.7791985050108
5367,34.460890028624824,0.4,0.4,0.015,0.030000000000000002,1,32,568.6046854723096
6719,27.067421994293184,0.5,0.25,0.005,0.015,1,41,568.4158618801569
3661,13.517012119620759,0.3,0.35000000000000003,0.015,0.005,9,75,567.7145090240718
4421,33.365524935722995,0.35000000000000003,0.3,0.030000000000000002,0.025,0,34,567.2139239072909
3697,14.175554874777099,0.3,0.35000000000000003,0.034999999999999996,0.005,5,75,567.022194991084
3940,13.317417849079174,0.3,0.5,0.034999999999999996,0.005,5,80,565.9902585858649
3688,13.97173605853452,0.3,0.35000000000000003,0.030000000000000002,0.005,6,75,565.855310370648
4502,32.32219172309252,0.35000000000000003,0.35000000000000003,0.030000000000000002,0.025,0,35,565.6383551541192
5205,36.466736191697066,0.4,0.3,0.015,0.030000000000000002,1,30,565.2344109713046
1268,24.56331542093725,0.15000000000000002,0.15000000000000002,0.015,0.045,40,6,564.9562546815567
3670,13.611481440703276,0.3,0.35000000000000003,0.02,0.005,8,75,564.876479789186
3931,13.113599032836595,0.3,0.5,0.030000000000000002,0.005,6,80,563.8847584119736
5119,20.134457600506668,0.4,0.25,0.015,0.005,1,55,563.7648128141867
3904,12.648999185411675,0.3,0.5,0.015,0.005,9,80,562.8804637508196
3913,12.740884741829076,0.3,0.5,0.02,0.005,8,80,560.5989286404794
5525,16.014239253097422,0.4,0.5,0.015,0.01,1,69,560.4983738584098
3778,13.4745557297614,0.3,0.4,0.034999999999999996,0.005,5,78,559.1940627850981
899,21.08207939958417,0.1,0.35000000000000003,0.025,0.045,36,17,558.6751040889806
764,22.335597774315342,0.1,0.25,0.025,0.045,36,14,558.3899443578836
4471,14.479013858714024,0.35000000000000003,0.35000000000000003,0.015,0.005,2,75,557.4420335604899
3769,13.270736913518821,0.3,0.4,0.030000000000000002,0.005,6,78,557.3709503677904
3742,12.809935492446293,0.3,0.4,0.015,0.005,9,78,557.2321939214138
6151,15.895353896376166,0.45,0.4,0.005,0.01,3,67,556.3373863731658
3570,34.75994700144712,0.3,0.3,0.005,0.045,16,16,556.1591520231539
660,26.471053210493817,0.1,0.15000000000000002,0.025,0.045,36,6,555.8921174203701
304,25.266683210155044,0.05,0.35000000000000003,0.034999999999999996,0.045,27,17,555.867030623411
5916,19.852358660098616,0.45,0.25,0.01,0.005,1,55,555.8660424827613
3651,33.6879073061098,0.3,0.35000000000000003,0.005,0.045,16,17,555.8504705508117
5988,15.225405267557907,0.45,0.3,0.005,0.005,3,70,555.7272922658636
4795,13.071379061474008,0.35000000000000003,0.55,0.015,0.005,2,83,555.5336101126453
5282,16.826065139937345,0.4,0.35000000000000003,0.015,0.01,1,65,555.2601496179324
3859,13.21740889863802,0.3,0.45,0.034999999999999996,0.005,5,79,555.1311737427968
5587,12.759751458447882,0.4,0.55,0.005,0.005,4,83,555.0491884424829
6070,16.324797905121645,0.45,0.35000000000000003,0.005,0.01,3,65,555.043128774136
4714,13.537430319697943,0.35000000000000003,0.5,0.015,0.005,2,80,555.0346431076157
3751,12.902814804504628,0.3,0.4,0.02,0.005,8,78,554.821036593699
5344,13.530349638960788,0.4,0.4,0.005,0.005,4,78,554.7443351973923
3445,24.119056966409957,0.3,0.2,0.030000000000000002,0.005,6,40,554.738310227429
6640,50.35754279778602,0.5,0.2,0.005,0.025,1,21,553.9329707756461
826,21.2990670867359,0.1,0.3,0.025,0.045,36,16,553.7757442551334
3850,13.01359008239544,0.3,0.45,0.030000000000000002,0.005,6,79,553.0775785018062
6232,15.56605533001228,0.45,0.45,0.005,0.01,3,68,552.5949642154359
3823,12.550865407473905,0.3,0.45,0.015,0.005,9,79,552.2380779288518
6313,15.330264804207772,0.45,0.5,0.005,0.01,3,69,551.8895329514799
5444,15.980006331920155,0.4,0.45,0.015,0.01,1,68,551.3102184512453
5425,13.27267872290729,0.4,0.45,0.005,0.005,4,79,550.8161670006525
5606,15.506472268819016,0.4,0.55,0.015,0.01,1,70,550.479765543075
5271,52.41800735320531,0.4,0.35000000000000003,0.005,0.045,4,17,550.3890772086557
5123,36.670510894146155,0.4,0.25,0.015,0.025,1,29,550.0576634121924
3832,12.64324155211919,0.3,0.45,0.02,0.005,8,79,549.9810075171847
5506,13.093867800761148,0.4,0.5,0.005,0.005,4,80,549.9424476319682
4633,13.531796102195504,0.35000000000000003,0.45,0.015,0.005,2,79,548.0377421389179
6394,15.00025644519527,0.45,0.55,0.005,0.01,3,70,547.5093602496273
235,25.460736736184614,0.05,0.3,0.034999999999999996,0.045,27,16,547.4058398279692
3252,84.1519053468274,0.3,0.1,0.01,0.030000000000000002,12,1,546.9873847543781
80,13.33807258007797,0.05,0.2,0.005,0.045,71,11,546.8609757831967
5040,36.42477606864841,0.4,0.2,0.015,0.015,1,29,546.3716410297262
5363,16.05455296612633,0.4,0.4,0.015,0.01,1,67,545.8548008482952
757,19.479776859330144,0.1,0.25,0.02,0.045,42,14,545.433752061244
606,18.170058596663612,0.1,0.1,0.01,0.030000000000000002,59,1,545.1017578999083
4552,13.625502332099092,0.35000000000000003,0.4,0.015,0.005,2,78,545.0200932839637
3634,14.675537294761432,0.3,0.3,0.045,0.005,4,70,542.994879906173
3558,36.1585622947904,0.3,0.25,0.045,0.030000000000000002,4,26,542.378434421856
171,26.441570176024847,0.05,0.25,0.034999999999999996,0.045,27,14,542.0521886085094
6637,29.2736776666579,0.5,0.2,0.005,0.01,1,36,541.5630368331712
5263,13.680056306146291,0.4,0.35000000000000003,0.005,0.005,4,75,540.3622240927785
4137,89.96192953860331,0.35000000000000003,0.15000000000000002,0.005,0.045,6,6,539.7715772316199
4039,12.375150158616803,0.3,0.55,0.045,0.005,4,83,538.319031899831
890,18.226258484598976,0.1,0.35000000000000003,0.02,0.045,42,17,537.6746252956698
3507,46.712717245681525,0.3,0.25,0.015,0.045,9,14,537.1962483253375
5190,53.56043506855046,0.4,0.3,0.005,0.045,4,16,535.6043506855046
3669,41.156035829369095,0.3,0.35000000000000003,0.015,0.045,9,17,535.0284657817982
817,18.4432461717507,0.1,0.3,0.02,0.045,42,16,534.8541389807704
3715,13.464848769774132,0.3,0.35000000000000003,0.045,0.005,4,75,531.8615264060783
4228,25.22706782793054,0.35000000000000003,0.2,0.015,0.005,2,40,529.7684243865414
322,25.210033454076864,0.05,0.35000000000000003,0.045,0.045,25,17,529.4107025356142
3958,12.602663977580391,0.3,0.5,0.045,0.005,4,80,529.3118870583764
3588,42.33370260310322,0.3,0.3,0.015,0.045,9,16,529.1712825387903
5907,18.193088385169812,0.45,0.25,0.005,0.005,3,55,527.5995631699245
5989,16.165464702977552,0.45,0.3,0.005,0.01,3,62,525.3776028467704
6641,49.92991513261035,0.5,0.2,0.005,0.030000000000000002,1,20,524.2641088924087
3796,12.75782929472017,0.3,0.4,0.045,0.005,4,78,523.071001083527
253,25.499070322311272,0.05,0.3,0.045,0.045,25,16,522.730941607381
6720,28.180414323834857,0.5,0.25,0.005,0.02,1,36,521.3376649909449
184,26.71057759032001,0.05,0.25,0.045,0.045,25,14,520.8562630112402
5917,20.41485936915072,0.45,0.25,0.01,0.01,1,50,520.5789139133433
66,26.68657983587728,0.05,0.15000000000000002,0.030000000000000002,0.045,33,6,520.3883067996069
5182,14.048189446650774,0.4,0.3,0.005,0.005,4,70,519.7830095260787
3877,12.498777295861872,0.3,0.45,0.045,0.005,4,79,518.6992577782677
3499,16.183785588969986,0.3,0.25,0.015,0.005,9,55,517.8811388470396
3535,17.235914019892494,0.3,0.25,0.034999999999999996,0.005,5,55,517.0774205967748
5109,57.30572602758998,0.4,0.25,0.005,0.045,4,14,515.7515342483098
5041,36.83419378264385,0.4,0.2,0.015,0.02,1,27,515.6787129570139
1270,25.73207720820183,0.15000000000000002,0.15000000000000002,0.02,0.045,34,6,514.6415441640365
4391,16.04071159608942,0.35000000000000003,0.3,0.015,0.01,2,62,513.3027710748614
4584,32.00455848231753,0.35000000000000003,0.4,0.030000000000000002,0.030000000000000002,0,32,512.0729357170804
3419,22.74957884719477,0.3,0.2,0.015,0.01,9,36,511.8655240618823
3723,48.72398274027462,0.3,0.35000000000000003,0.045,0.045,4,17,511.6018187728835
3553,17.338913203901367,0.3,0.25,0.045,0.005,4,55,511.4979395150903
5124,37.83906908751386,0.4,0.25,0.015,0.030000000000000002,1,26,510.82743268143713
3498,39.25037331460711,0.3,0.25,0.01,0.045,12,14,510.25485308989244
4422,33.89681717158857,0.35000000000000003,0.3,0.030000000000000002,0.030000000000000002,0,30,508.4522575738286
3508,16.121348456499778,0.3,0.25,0.02,0.005,8,55,507.822476379743
752,15.869013013045356,0.1,0.25,0.015,0.045,50,14,507.8084164174514
4503,32.70172186428056,0.35000000000000003,0.35000000000000003,0.030000000000000002,0.030000000000000002,0,31,506.87668889634864
3526,16.535629471176332,0.3,0.25,0.030000000000000002,0.005,6,55,504.33669887087814
686,14.387860480406536,0.1,0.2,0.01,0.045,59,11,503.57511681422875
3702,27.96686955931294,0.3,0.35000000000000003,0.034999999999999996,0.030000000000000002,5,31,503.40365206763295
5345,14.169330169770108,0.4,0.4,0.005,0.01,4,67,503.0112210268388
5264,14.567534384202304,0.4,0.35000000000000003,0.005,0.01,4,65,502.5799362549795
3621,28.661247697140258,0.3,0.3,0.034999999999999996,0.030000000000000002,5,30,501.57183469995454
112,22.775471340013873,0.05,0.2,0.030000000000000002,0.045,33,11,501.0603694803052
3783,27.002995728300316,0.3,0.4,0.034999999999999996,0.030000000000000002,5,32,499.55542097355584
4715,14.06620539549269,0.35000000000000003,0.5,0.015,0.01,2,69,499.35029153999045
4472,14.899264211118748,0.35000000000000003,0.35000000000000003,0.015,0.01,2,65,499.12535107247805
3642,49.91155183866043,0.3,0.3,0.045,0.045,4,16,499.1155183866043
5426,13.854962387463118,0.4,0.45,0.005,0.01,4,68,498.77864594867225
1345,14.860991031559795,0.15000000000000002,0.25,0.005,0.045,53,14,497.8431995572531
5507,13.633669869372293,0.4,0.5,0.005,0.01,4,69,497.6289502320887
149,14.632331283900294,0.05,0.25,0.015,0.045,54,14,497.49926365261
3660,34.302974125893805,0.3,0.35000000000000003,0.01,0.045,12,17,497.3931248254602
5101,16.838892357246834,0.4,0.25,0.005,0.005,4,55,496.74732453878164
5120,19.477094734002474,0.4,0.25,0.015,0.01,1,50,496.6659157170631
268,13.979430481913873,0.05,0.35000000000000003,0.015,0.045,54,17,496.2697821079425
1853,41.33294878759289,0.2,0.15000000000000002,0.02,0.045,18,6,495.99538545111466
1228,18.306679718032267,0.15000000000000002,0.1,0.005,0.030000000000000002,53,1,494.28035238687124
3579,35.30293358166214,0.3,0.3,0.01,0.045,12,16,494.24107014326995
4257,34.0219556977274,0.35000000000000003,0.2,0.030000000000000002,0.015,0,29,493.3183576170473
5588,13.317745289287553,0.4,0.55,0.005,0.01,4,70,492.75657570363944
3408,36.47999135002444,0.3,0.2,0.005,0.045,16,11,492.47988322532996
199,14.069288384484535,0.05,0.3,0.015,0.045,54,16,492.42509345695873
4634,14.067435864408198,0.35000000000000003,0.45,0.015,0.01,2,68,492.3602552542869
5183,14.904516310837707,0.4,0.3,0.005,0.01,4,62,491.84903825764434
881,14.670502212232323,0.1,0.35000000000000003,0.015,0.045,50,17,491.4618241097828
3428,22.333828696410965,0.3,0.2,0.02,0.01,8,36,491.3442313210412
708,20.885048131558683,0.1,0.2,0.025,0.045,36,11,490.79863109162903
808,14.871446023515036,0.1,0.3,0.015,0.045,50,16,490.7577187759962
6885,44.61014835006938,0.5,0.35000000000000003,0.005,0.034999999999999996,1,21,490.7116318507632
5267,25.148557139366112,0.4,0.35000000000000003,0.005,0.025,4,35,490.3968642176392
5348,24.502280410187478,0.4,0.4,0.005,0.025,4,36,490.04560820374957
4553,14.184521322189864,0.35000000000000003,0.4,0.015,0.01,2,67,489.3659856155503
5186,25.75597690133741,0.4,0.3,0.005,0.025,4,34,489.36356112541074
3590,13.978867186340022,0.3,0.3,0.02,0.01,8,62,489.26035152190076
4340,33.73256408956298,0.35000000000000003,0.25,0.030000000000000002,0.025,0,29,489.1221792986632
4796,13.585909896546411,0.35000000000000003,0.55,0.015,0.01,2,70,489.0927562756708
3561,54.31461498366188,0.3,0.25,0.045,0.045,4,14,488.83153485295696
3567,21.248271862979955,0.3,0.3,0.005,0.030000000000000002,16,30,488.71025284853897
5908,18.400148942248013,0.45,0.25,0.005,0.01,3,50,487.60394696957235
935,23.73920886760429,0.1,0.35000000000000003,0.045,0.045,24,17,486.65378178588793
3648,20.648322643091994,0.3,0.35000000000000003,0.005,0.030000000000000002,16,31,485.23558211266186
3581,13.607516515834256,0.3,0.3,0.015,0.01,9,62,483.0668363121161
3405,26.824517552989597,0.3,0.2,0.005,0.030000000000000002,16,20,482.84131595381274
3473,24.138283995006738,0.3,0.2,0.045,0.01,4,36,482.7656799001347
6804,45.87146456947406,0.5,0.3,0.005,0.034999999999999996,1,20,481.6503779794776
3540,31.06159903918046,0.3,0.25,0.034999999999999996,0.030000000000000002,5,26,481.45478510729714
3486,22.89987331055499,0.3,0.25,0.005,0.030000000000000002,16,26,480.8973395216548
862,24.028245735838702,0.1,0.3,0.045,0.045,24,16,480.56491471677407
3729,20.00419242638153,0.3,0.4,0.005,0.030000000000000002,16,32,480.1006182331567
787,25.239753003847436,0.1,0.25,0.045,0.045,24,14,479.5553070731013
3608,14.073156772996182,0.3,0.3,0.030000000000000002,0.01,6,62,478.4873302818702
1396,13.830577148373143,0.15000000000000002,0.3,0.005,0.045,53,16,477.1549116188734
5020,21.683937351488957,0.4,0.2,0.005,0.005,4,40,477.04662173275705
3400,17.015439591687294,0.3,0.2,0.005,0.005,16,40,476.4323085672442
3455,23.218128400329892,0.3,0.2,0.034999999999999996,0.01,5,36,475.97163220676276
3671,13.017431406387386,0.3,0.35000000000000003,0.02,0.01,8,65,475.1362463331396
1470,13.560472615903743,0.15000000000000002,0.35000000000000003,0.005,0.045,53,17,474.616541556631
119,24.91657436695372,0.05,0.2,0.034999999999999996,0.045,27,11,473.4149129721207
3516,42.96780211165752,0.3,0.25,0.02,0.045,8,14,472.6458232282327
3617,14.09764373269934,0.3,0.3,0.034999999999999996,0.01,5,62,472.27106504542786
3426,47.11802038798706,0.3,0.2,0.015,0.045,9,11,471.1802038798706
3914,12.232359775871315,0.3,0.5,0.02,0.01,8,69,470.9458513710456
3372,78.30171067178672,0.3,0.15000000000000002,0.030000000000000002,0.045,6,6,469.8102640307203
3423,32.38739630598605,0.3,0.2,0.015,0.030000000000000002,9,20,469.61724643679776
700,17.707349349300376,0.1,0.2,0.02,0.045,42,11,469.24475775646
3662,12.648388813485026,0.3,0.35000000000000003,0.015,0.01,9,65,467.990386098946
3678,37.4111206953451,0.3,0.35000000000000003,0.02,0.045,8,17,467.63900869181373
3752,12.425769987418333,0.3,0.4,0.02,0.01,8,67,465.9663745281875
3689,13.122851222120573,0.3,0.35000000000000003,0.030000000000000002,0.01,6,65,465.8612183852804
908,19.40007854126232,0.1,0.35000000000000003,0.030000000000000002,0.045,31,17,465.60188499029573
5029,22.15644707219489,0.4,0.2,0.01,0.005,2,40,465.28538851609267
4229,24.479955957331978,0.35000000000000003,0.2,0.015,0.01,2,36,465.1191631893076
769,20.65359691599349,0.1,0.25,0.030000000000000002,0.045,31,14,464.7059306098535
4534,11.061781436239981,0.35000000000000003,0.4,0.005,0.005,6,78,464.5948203220792
6161,17.182875393905935,0.45,0.4,0.01,0.015,1,53,463.93763563546025
4947,92.73251369495748,0.4,0.15000000000000002,0.005,0.045,4,6,463.66256847478735
5105,28.095036972890586,0.4,0.25,0.005,0.025,4,29,463.5681100526947
3932,12.351114358829667,0.3,0.5,0.030000000000000002,0.01,6,69,463.1667884561125
3597,38.58878746907922,0.3,0.3,0.02,0.045,8,16,463.06544962895066
3905,11.866082416044216,0.3,0.5,0.015,0.01,9,69,462.77721422572444
3446,21.96317835792866,0.3,0.2,0.030000000000000002,0.01,6,36,461.2267455165018
4309,16.178743302635844,0.35000000000000003,0.25,0.015,0.005,2,55,461.09418412512156
835,19.617066228414046,0.1,0.3,0.030000000000000002,0.045,31,16,461.0010563677301
3995,11.812023793442743,0.3,0.55,0.02,0.01,8,70,460.66892794426695
3833,12.121332682995563,0.3,0.45,0.02,0.01,8,68,460.6106419538314
3698,13.14733818182373,0.3,0.35000000000000003,0.034999999999999996,0.01,5,65,460.15683636383056
4615,10.8224674641435,0.35000000000000003,0.45,0.005,0.005,6,79,459.95486722609877
6080,17.346185417810066,0.45,0.35000000000000003,0.01,0.015,1,52,459.67391357196675
6404,16.119059000590894,0.45,0.55,0.01,0.015,1,56,459.3931815168405
6886,45.84578368427512,0.5,0.35000000000000003,0.005,0.04,1,19,458.4578368427512
4696,10.661554562361163,0.35000000000000003,0.5,0.005,0.005,6,80,458.44684618153
1350,14.549498567807367,0.15000000000000002,0.25,0.01,0.045,49,14,458.30920488593205
3743,12.05815128318844,0.3,0.4,0.015,0.01,9,67,458.2097487611607
83,12.379669078860205,0.05,0.2,0.01,0.045,63,11,458.0477559178276
5102,16.963362151521743,0.4,0.25,0.005,0.01,4,50,458.01077809108705
3941,12.375601318532825,0.3,0.5,0.034999999999999996,0.01,5,69,457.8972487857145
4258,33.905811673450714,0.35000000000000003,0.2,0.030000000000000002,0.02,0,27,457.72845759158463
3770,12.538056213137635,0.3,0.4,0.030000000000000002,0.01,6,67,457.63905177952364
6242,16.64090579066647,0.45,0.45,0.01,0.015,1,54,457.6249092433279
4479,48.15935386653572,0.35000000000000003,0.35000000000000003,0.015,0.045,2,17,457.5138617320893
4453,11.28082225752141,0.35000000000000003,0.35000000000000003,0.005,0.005,6,75,456.8733014296171
3240,50.759254157184856,0.3,0.1,0.005,0.015,16,2,456.8332874146637
5999,17.911658536727867,0.45,0.3,0.01,0.015,1,50,456.7472926865606
3477,38.06081857708329,0.3,0.2,0.045,0.030000000000000002,4,20,456.72982292499944
6723,48.043384700771604,0.5,0.25,0.005,0.034999999999999996,1,18,456.41215465733023
6323,16.289415325402256,0.45,0.5,0.01,0.015,1,55,456.10362911126316
4777,10.246344995736091,0.35000000000000003,0.55,0.005,0.005,6,83,455.96235231025605
6563,130.12478772085456,0.5,0.15000000000000002,0.005,0.045,1,6,455.43675702299095
4013,11.933873947367472,0.3,0.55,0.030000000000000002,0.01,6,70,453.4872099999639
3851,12.236900648783976,0.3,0.45,0.030000000000000002,0.01,6,68,452.76532400500713
3824,11.754394513793414,0.3,0.45,0.015,0.01,9,68,452.54418878104644
3779,12.562543172840792,0.3,0.4,0.034999999999999996,0.01,5,67,452.2515542222685
3986,11.446388362723104,0.3,0.55,0.015,0.01,9,70,452.1323403275626
4957,37.54773297638126,0.4,0.15000000000000002,0.015,0.005,1,23,450.5727957165751
6805,47.315892546165536,0.5,0.3,0.005,0.04,1,18,449.5009791885726
4022,11.958360907070627,0.3,0.55,0.034999999999999996,0.01,5,70,448.43853401514855
4341,34.44337749979901,0.35000000000000003,0.25,0.030000000000000002,0.030000000000000002,0,26,447.76390749738715
3860,12.261387608487134,0.3,0.45,0.034999999999999996,0.01,5,68,447.5406477097804
5268,25.485950131187074,0.4,0.35000000000000003,0.005,0.030000000000000002,4,31,446.0041272957738
4372,11.723668404195346,0.35000000000000003,0.3,0.005,0.005,6,70,445.49939935942314
5349,24.740870056214437,0.4,0.4,0.005,0.030000000000000002,4,32,445.3356610118599
5187,26.193579199664246,0.4,0.3,0.005,0.030000000000000002,4,30,445.2908463942922
3612,24.69527939839209,0.3,0.3,0.030000000000000002,0.030000000000000002,6,30,444.51502917105756
3414,27.76506115573404,0.3,0.2,0.01,0.030000000000000002,12,20,444.2409784917446
3693,24.00090126056477,0.3,0.35000000000000003,0.030000000000000002,0.030000000000000002,6,31,444.01667332044826
4398,49.32985869536165,0.35000000000000003,0.3,0.015,0.045,2,16,443.9687282582548
6073,23.2994440750328,0.45,0.35000000000000003,0.005,0.025,3,35,442.68943742562317
5992,23.906863837004096,0.45,0.3,0.005,0.025,3,34,442.27698098457574
3401,16.996542093521057,0.3,0.2,0.005,0.01,16,36,441.91009443154746
6154,22.653167345854165,0.45,0.4,0.005,0.025,3,36,441.73676324415624
5202,17.309302024538596,0.4,0.3,0.015,0.015,1,50,441.3872016257342
3705,40.11173196910913,0.3,0.35000000000000003,0.034999999999999996,0.045,5,17,441.2290516602004
3576,20.995125696081868,0.3,0.3,0.01,0.030000000000000002,12,30,440.8976396177192
1401,13.547351704189092,0.15000000000000002,0.3,0.01,0.045,49,16,440.28893038614547
917,20.95304258918813,0.1,0.35000000000000003,0.034999999999999996,0.045,25,17,440.01389437295074
3261,87.9059433516549,0.3,0.1,0.015,0.030000000000000002,9,1,439.5297167582745
3657,20.42814756909318,0.3,0.35000000000000003,0.01,0.030000000000000002,12,31,439.20517273550337
1475,13.284344857078784,0.15000000000000002,0.35000000000000003,0.01,0.045,49,17,438.3833802835999
3774,23.037027429552154,0.3,0.4,0.030000000000000002,0.030000000000000002,6,32,437.7035211614909
5526,15.605159887489044,0.4,0.5,0.015,0.015,1,55,436.9444768496933
3594,22.93941537559929,0.3,0.3,0.02,0.030000000000000002,8,30,435.8488921363865
3500,14.771943341062462,0.3,0.25,0.015,0.01,9,50,435.77232856134265
663,23.515982514919244,0.1,0.15000000000000002,0.030000000000000002,0.045,31,6,435.045676526006
1974,19.313460503004453,0.2,0.25,0.005,0.045,31,14,434.5528613176002
3509,14.983356748986099,0.3,0.25,0.02,0.01,8,50,434.51734572059684
3543,45.66841338542156,0.3,0.25,0.034999999999999996,0.045,5,14,433.8499271615048
3675,22.24503723777197,0.3,0.35000000000000003,0.02,0.030000000000000002,8,31,433.7782261365534
3624,41.28939874284326,0.3,0.3,0.034999999999999996,0.045,5,16,433.53868679985425
